ID,min,max,mean_acc
0766,0.0,0.0,0.0
0767,0.0,0.25,0.08333333333333333
0768,0.8,1.0,0.9333333333333332
0769,0.3333333333333333,0.6666666666666666,0.4444444444444444
0770,0.5,1.0,0.75
0771,1.0,1.0,1.0
0772,0.0,0.3333333333333333,0.2222222222222222
0774,0.25,1.0,0.75
0775,0.0,0.0,0.0
0776,1.0,1.0,1.0
0778,0.0,0.0,0.0
0779,1.0,1.0,1.0
0780,0.0,1.0,0.6666666666666666
0781,0.5,1.0,0.8333333333333334
0782,1.0,1.0,1.0
0783,0.0,1.0,0.5
0784,0.0,1.0,0.5
0785,1.0,1.0,1.0
0786,1.0,1.0,1.0
0787,0.4,1.0,0.7999999999999999
0788,0.0,0.0,0.0
0789,0.3333333333333333,1.0,0.7777777777777777
0790,0.5,1.0,0.8333333333333334
0791,0.5,1.0,0.8333333333333334
0792,0.0,0.0,0.0
0793,1.0,1.0,1.0
0794,1.0,1.0,1.0
0795,0.0,1.0,0.5555555555555555
0796,1.0,1.0,1.0
0797,0.0,0.0,0.0
0798,1.0,1.0,1.0
0799,0.5,1.0,0.6666666666666666
0800,0.0,1.0,0.6666666666666666
0801,0.75,1.0,0.9166666666666666
0802,1.0,1.0,1.0
0803,1.0,1.0,1.0
0804,1.0,1.0,1.0
0805,0.5,1.0,0.7777777777777778
0806,0.0,0.0,0.0
0807,0.0,0.0,0.0
0808,1.0,1.0,1.0
0809,0.0,0.2857142857142857,0.09523809523809523
0810,0.3333333333333333,1.0,0.7777777777777778
0811,1.0,1.0,1.0
0812,1.0,1.0,1.0
0813,0.0,0.5,0.16666666666666666
0814,0.0,1.0,0.6666666666666666
0815,0.0,0.3333333333333333,0.1111111111111111
0816,0.0,0.4,0.20000000000000004
0817,0.3333333333333333,1.0,0.5555555555555555
0818,1.0,1.0,1.0
0819,0.0,0.5,0.16666666666666666
0820,0.3333333333333333,0.6666666666666666,0.5555555555555555
0821,1.0,1.0,1.0
0822,0.0,1.0,0.5
0823,0.2,0.6,0.39999999999999997
0824,0.6666666666666666,1.0,0.8888888888888888
0825,0.4,1.0,0.6666666666666666
0826,0.0,0.3333333333333333,0.1111111111111111
0827,0.25,0.75,0.5
0828,0.0,0.0,0.0
0829,1.0,1.0,1.0
0830,0.0,0.3333333333333333,0.2222222222222222
0831,1.0,1.0,1.0
0832,0.75,1.0,0.9166666666666666
0833,0.0,1.0,0.5
0834,0.25,0.5,0.4166666666666667
0835,0.0,0.0,0.0
0836,0.0,0.0,0.0
0837,1.0,1.0,1.0
0838,1.0,1.0,1.0
0839,0.0,0.0,0.0
0840,1.0,1.0,1.0
0841,1.0,1.0,1.0
0842,0.0,0.5,0.3333333333333333
0843,0.0,0.0,0.0
0844,0.0,0.0,0.0
0845,1.0,1.0,1.0
0846,0.5,1.0,0.8333333333333334
0847,0.3333333333333333,0.6666666666666666,0.4444444444444444
0848,1.0,1.0,1.0
0849,0.0,1.0,0.5555555555555555
0850,1.0,1.0,1.0
0851,0.5,1.0,0.8333333333333334
0852,0.0,0.2,0.06666666666666667
0853,0.0,1.0,0.3333333333333333
0854,1.0,1.0,1.0
0855,1.0,1.0,1.0
0856,0.0,1.0,0.6666666666666666
0857,1.0,1.0,1.0
0858,1.0,1.0,1.0
0859,1.0,1.0,1.0
0860,0.25,0.5,0.4166666666666667
0861,0.75,1.0,0.9166666666666666
0862,0.6666666666666666,1.0,0.7777777777777777
0863,0.0,0.3333333333333333,0.1111111111111111
0864,0.6666666666666666,1.0,0.8888888888888888
0865,0.25,0.5,0.4166666666666667
0866,0.6666666666666666,1.0,0.8888888888888888
0867,1.0,1.0,1.0
0868,0.0,1.0,0.3333333333333333
0869,1.0,1.0,1.0
0870,0.0,0.0,0.0
0871,0.0,0.25,0.08333333333333333
0872,0.0,0.0,0.0
0873,0.0,0.0,0.0
0874,1.0,1.0,1.0
0875,1.0,1.0,1.0
0876,0.0,1.0,0.6666666666666666
0877,1.0,1.0,1.0
0878,0.6666666666666666,1.0,0.8888888888888888
0880,0.0,0.5,0.3333333333333333
0881,0.25,1.0,0.5833333333333334
0882,1.0,1.0,1.0
0883,0.0,1.0,0.6666666666666666
0884,0.3333333333333333,1.0,0.7777777777777777
0885,1.0,1.0,1.0
0886,1.0,1.0,1.0
0887,1.0,1.0,1.0
0888,0.0,0.0,0.0
0889,0.0,1.0,0.6666666666666666
0890,0.3333333333333333,0.6666666666666666,0.5
0891,1.0,1.0,1.0
0892,0.5,0.5,0.5
0893,0.25,1.0,0.6666666666666666
0894,0.5,1.0,0.6666666666666666
0895,0.5,0.5,0.5
0896,0.0,0.8333333333333334,0.38888888888888884
0897,0.0,0.16666666666666666,0.05555555555555555
0898,0.5,0.75,0.5833333333333334
0899,0.8333333333333334,1.0,0.9444444444444445
0900,1.0,1.0,1.0
0901,1.0,1.0,1.0
0902,0.5,1.0,0.8333333333333334
0903,0.0,0.0,0.0
0904,0.3333333333333333,1.0,0.6666666666666666
0905,0.0,0.5,0.3333333333333333
0906,0.75,1.0,0.9166666666666666
0907,1.0,1.0,1.0
0908,0.0,0.6666666666666666,0.2222222222222222
0909,0.0,0.3333333333333333,0.1111111111111111
0910,0.6666666666666666,0.6666666666666666,0.6666666666666666
0911,0.0,1.0,0.5
0912,0.0,0.6666666666666666,0.2222222222222222
0914,0.0,0.0,0.0
0915,0.0,0.0,0.0
0916,1.0,1.0,1.0
0918,0.0,0.0,0.0
0919,0.0,0.0,0.0
0920,0.5,0.5,0.5
0921,0.0,1.0,0.5
0922,0.0,0.5,0.16666666666666666
0923,1.0,1.0,1.0
0924,0.8,1.0,0.9333333333333332
0925,1.0,1.0,1.0
0926,1.0,1.0,1.0
0927,0.0,0.0,0.0
0928,1.0,1.0,1.0
0929,0.5,1.0,0.8333333333333334
0930,1.0,1.0,1.0
0931,0.0,0.0,0.0
0932,0.8333333333333334,1.0,0.888888888888889
0933,1.0,1.0,1.0
0934,0.0,1.0,0.6666666666666666
0935,1.0,1.0,1.0
0936,0.0,0.5,0.16666666666666666
0937,0.0,0.0,0.0
0938,1.0,1.0,1.0
0939,0.0,0.75,0.4166666666666667
0940,0.0,0.5,0.16666666666666666
0941,0.0,1.0,0.6666666666666666
0942,0.25,0.5,0.4166666666666667
0943,0.3333333333333333,0.6666666666666666,0.5555555555555555
0944,0.0,0.0,0.0
0945,0.0,0.5,0.16666666666666666
0946,0.5,1.0,0.8333333333333334
0947,0.0,1.0,0.6666666666666666
0948,1.0,1.0,1.0
0949,0.0,0.0,0.0
0950,0.0,0.0,0.0
0951,1.0,1.0,1.0
0952,0.0,0.5,0.16666666666666666
0953,0.25,0.25,0.25
0954,0.0,0.4,0.20000000000000004
0955,1.0,1.0,1.0
0957,0.6666666666666666,1.0,0.8888888888888888
0958,0.6666666666666666,1.0,0.8888888888888888
0959,1.0,1.0,1.0
0960,0.0,0.0,0.0
0961,1.0,1.0,1.0
0962,0.0,0.3333333333333333,0.1111111111111111
0964,0.0,1.0,0.3333333333333333
0965,1.0,1.0,1.0
0966,0.0,0.6666666666666666,0.3333333333333333
0967,0.0,1.0,0.3333333333333333
0968,0.0,0.0,0.0
0969,0.0,0.2,0.06666666666666667
0970,0.3333333333333333,1.0,0.5555555555555555
0971,0.0,1.0,0.4666666666666666
0972,1.0,1.0,1.0
0973,0.0,0.5,0.16666666666666666
0974,0.5,1.0,0.6666666666666666
0975,0.5,0.75,0.6666666666666666
0976,1.0,1.0,1.0
0977,1.0,1.0,1.0
0978,0.0,0.0,0.0
0979,1.0,1.0,1.0
0980,0.0,0.3333333333333333,0.1111111111111111
0981,0.0,1.0,0.5
0982,1.0,1.0,1.0
0983,1.0,1.0,1.0
0984,0.25,1.0,0.6666666666666666
0985,1.0,1.0,1.0
0986,0.0,0.0,0.0
0989,0.0,1.0,0.5
0990,0.0,1.0,0.3333333333333333
0991,0.3333333333333333,1.0,0.7777777777777778
0992,1.0,1.0,1.0
0993,1.0,1.0,1.0
0994,1.0,1.0,1.0
0995,0.5,1.0,0.8333333333333334
0996,0.6666666666666666,1.0,0.8888888888888888
0997,0.0,0.6666666666666666,0.2222222222222222
0998,0.0,0.5,0.3333333333333333
0999,0.3333333333333333,1.0,0.6666666666666666
1000,1.0,1.0,1.0
1001,0.4,1.0,0.7333333333333334
1002,1.0,1.0,1.0
1003,0.8,1.0,0.9333333333333332
1004,0.0,0.0,0.0
1005,0.0,0.5,0.3333333333333333
1006,0.5,1.0,0.6666666666666666
1007,0.6,0.8,0.6666666666666666
1008,0.0,0.0,0.0
1009,0.0,0.5,0.3333333333333333
1010,0.0,0.0,0.0
1012,0.6666666666666666,1.0,0.8888888888888888
1013,0.0,1.0,0.6666666666666666
1014,1.0,1.0,1.0
1015,0.6666666666666666,0.6666666666666666,0.6666666666666666
1016,0.0,0.5,0.16666666666666666
1017,1.0,1.0,1.0
1018,0.0,0.5,0.16666666666666666
1019,0.0,0.0,0.0
1020,0.6,0.8,0.6666666666666666
1021,1.0,1.0,1.0
1022,0.0,0.6666666666666666,0.4444444444444444
1023,1.0,1.0,1.0
1024,1.0,1.0,1.0
1025,0.0,0.0,0.0
1026,0.0,0.0,0.0
1027,1.0,1.0,1.0
1028,0.0,0.0,0.0
1029,0.3333333333333333,1.0,0.6666666666666666
1030,0.0,0.25,0.08333333333333333
1031,0.4,1.0,0.6
1032,0.6666666666666666,1.0,0.8888888888888888
1033,0.8,1.0,0.9333333333333332
1034,0.0,0.0,0.0
1035,0.0,0.5,0.3333333333333333
1036,1.0,1.0,1.0
1037,0.0,1.0,0.3333333333333333
1038,0.0,1.0,0.3333333333333333
1039,0.0,0.5,0.3333333333333333
1040,0.3333333333333333,1.0,0.6666666666666666
1041,1.0,1.0,1.0
1042,0.0,0.5,0.25
1043,1.0,1.0,1.0
1044,1.0,1.0,1.0
1045,1.0,1.0,1.0
1046,1.0,1.0,1.0
1047,0.0,0.5,0.3333333333333333
1048,0.5,1.0,0.8333333333333334
1049,0.0,1.0,0.5
1050,0.75,1.0,0.8333333333333334
1051,0.0,0.0,0.0
1052,1.0,1.0,1.0
1053,0.0,0.0,0.0
1054,0.0,1.0,0.5
1055,0.0,0.0,0.0
1056,1.0,1.0,1.0
1057,1.0,1.0,1.0
1058,0.0,0.0,0.0
1059,1.0,1.0,1.0
1060,1.0,1.0,1.0
1061,0.25,0.5,0.4166666666666667
1062,0.0,0.0,0.0
1063,0.0,0.0,0.0
1064,0.0,0.5,0.16666666666666666
1065,0.3333333333333333,0.6666666666666666,0.4444444444444444
1066,0.6666666666666666,1.0,0.8888888888888888
1067,0.0,0.6666666666666666,0.3333333333333333
1068,0.0,0.4,0.13333333333333333
1069,0.6666666666666666,1.0,0.7777777777777777
1070,0.0,0.6666666666666666,0.4444444444444444
1071,1.0,1.0,1.0
1072,0.0,0.3333333333333333,0.1111111111111111
1073,1.0,1.0,1.0
1074,0.0,0.0,0.0
1075,1.0,1.0,1.0
1076,0.0,1.0,0.4444444444444444
1077,0.0,0.0,0.0
1078,1.0,1.0,1.0
1079,0.6666666666666666,1.0,0.7777777777777777
1080,0.0,0.0,0.0
1081,0.0,1.0,0.6666666666666666
1082,0.5,1.0,0.8333333333333334
1083,0.0,0.0,0.0
1085,1.0,1.0,1.0
1086,0.0,0.5,0.3333333333333333
1087,1.0,1.0,1.0
1088,1.0,1.0,1.0
1089,0.0,0.0,0.0
1090,1.0,1.0,1.0
1092,0.25,0.75,0.5
1093,0.6666666666666666,1.0,0.8888888888888888
1094,0.0,0.5,0.16666666666666666
1095,1.0,1.0,1.0
1096,0.0,1.0,0.6666666666666666
1097,0.0,0.0,0.0
1098,1.0,1.0,1.0
1099,0.0,1.0,0.6666666666666666
1100,0.0,0.2,0.13333333333333333
1101,1.0,1.0,1.0
1102,0.5,1.0,0.8333333333333334
1103,0.0,1.0,0.6666666666666666
1104,0.2,1.0,0.7333333333333334
1105,1.0,1.0,1.0
1106,0.5,1.0,0.8333333333333334
1107,0.0,1.0,0.5
1108,0.0,1.0,0.3333333333333333
1109,0.0,0.0,0.0
1110,1.0,1.0,1.0
1111,1.0,1.0,1.0
1112,0.6666666666666666,1.0,0.8888888888888888
1113,1.0,1.0,1.0
1114,0.0,1.0,0.5555555555555555
1115,0.0,1.0,0.5
1116,1.0,1.0,1.0
1117,1.0,1.0,1.0
1118,0.0,1.0,0.3333333333333333
1119,1.0,1.0,1.0
1120,0.3333333333333333,1.0,0.6666666666666666
1121,0.6666666666666666,1.0,0.8888888888888888
