ID,min,max,mean_acc
0234,0.3333333333333333,0.6666666666666666,0.4444444444444444
0235,1.0,1.0,1.0
0236,0.0,1.0,0.3333333333333333
0237,0.0,1.0,0.6666666666666666
0238,0.0,0.3333333333333333,0.1111111111111111
0239,0.25,1.0,0.75
0240,0.0,1.0,0.6666666666666666
0241,0.6666666666666666,1.0,0.7777777777777777
0242,0.0,0.0,0.0
0243,0.6666666666666666,1.0,0.8888888888888888
0244,0.0,0.3333333333333333,0.1111111111111111
0245,0.0,0.75,0.25
0246,0.25,1.0,0.5
0247,1.0,1.0,1.0
0248,0.0,0.0,0.0
0249,1.0,1.0,1.0
0250,0.6666666666666666,1.0,0.7777777777777777
0251,0.0,0.0,0.0
0252,0.5,1.0,0.8333333333333334
0253,1.0,1.0,1.0
0254,0.0,1.0,0.5
0255,0.5,1.0,0.6666666666666666
0256,0.0,1.0,0.3333333333333333
0257,0.0,1.0,0.5
0258,1.0,1.0,1.0
0259,1.0,1.0,1.0
0260,0.0,1.0,0.6666666666666666
0261,0.0,1.0,0.6
0262,1.0,1.0,1.0
0263,0.0,1.0,0.6666666666666666
0264,0.0,1.0,0.6666666666666666
0265,1.0,1.0,1.0
0266,0.6666666666666666,1.0,0.8888888888888888
0267,1.0,1.0,1.0
0268,1.0,1.0,1.0
0269,1.0,1.0,1.0
0270,0.0,0.3333333333333333,0.1111111111111111
0271,0.6,0.8,0.6666666666666666
0272,1.0,1.0,1.0
0273,0.0,0.75,0.3333333333333333
0274,0.5,0.5,0.5
0275,0.0,0.0,0.0
0276,1.0,1.0,1.0
0277,0.0,0.5,0.25
0278,0.0,0.0,0.0
0279,0.0,1.0,0.6666666666666666
0281,0.3333333333333333,1.0,0.5555555555555555
0282,1.0,1.0,1.0
0283,0.3333333333333333,1.0,0.7777777777777778
0284,0.5,0.75,0.5833333333333334
0285,0.5,1.0,0.6666666666666666
0286,1.0,1.0,1.0
0287,1.0,1.0,1.0
0288,0.0,0.0,0.0
0289,1.0,1.0,1.0
0290,1.0,1.0,1.0
0291,1.0,1.0,1.0
0292,1.0,1.0,1.0
0293,0.0,1.0,0.5
0294,0.0,0.5,0.16666666666666666
0295,1.0,1.0,1.0
0296,1.0,1.0,1.0
0297,1.0,1.0,1.0
0298,1.0,1.0,1.0
0299,0.0,0.5,0.16666666666666666
0300,0.5,0.75,0.6666666666666666
0301,0.6666666666666666,1.0,0.8888888888888888
0302,1.0,1.0,1.0
0303,0.5,1.0,0.8333333333333334
0304,0.5,1.0,0.8333333333333334
0305,1.0,1.0,1.0
0306,0.75,1.0,0.8333333333333334
0307,0.0,0.5,0.16666666666666666
0308,0.0,0.6666666666666666,0.2222222222222222
0309,1.0,1.0,1.0
0310,1.0,1.0,1.0
0311,1.0,1.0,1.0
0312,0.3333333333333333,1.0,0.7777777777777777
0313,0.0,1.0,0.4444444444444444
0314,0.0,0.0,0.0
0315,0.0,1.0,0.3333333333333333
0316,1.0,1.0,1.0
0317,0.0,0.16666666666666666,0.05555555555555555
0318,1.0,1.0,1.0
0319,0.6666666666666666,1.0,0.7777777777777777
0320,0.8,1.0,0.9333333333333332
0321,0.0,0.0,0.0
0322,0.3333333333333333,1.0,0.6666666666666666
0323,1.0,1.0,1.0
0324,0.3333333333333333,0.6666666666666666,0.4444444444444444
0325,0.6666666666666666,1.0,0.7777777777777777
0326,1.0,1.0,1.0
0327,0.0,1.0,0.3333333333333333
0328,1.0,1.0,1.0
0329,0.75,1.0,0.9166666666666666
0330,0.0,1.0,0.5
0331,0.75,1.0,0.9166666666666666
0332,0.0,0.0,0.0
0333,0.0,0.0,0.0
0334,0.0,0.5,0.3333333333333333
0336,0.5,1.0,0.8333333333333334
0337,0.4,1.0,0.7333333333333334
0338,0.25,0.75,0.4166666666666667
0339,0.0,1.0,0.5
0340,0.0,0.0,0.0
0341,1.0,1.0,1.0
0342,0.0,1.0,0.3333333333333333
0343,1.0,1.0,1.0
0344,0.2,0.6,0.3333333333333333
0345,0.0,0.6666666666666666,0.2222222222222222
0347,1.0,1.0,1.0
0348,0.0,1.0,0.4444444444444444
0349,0.25,0.5,0.4166666666666667
0350,0.0,1.0,0.5
0351,1.0,1.0,1.0
0352,1.0,1.0,1.0
0353,0.0,0.0,0.0
0354,0.6,1.0,0.7999999999999999
0355,0.0,0.0,0.0
0356,0.0,0.0,0.0
0357,0.0,0.5,0.16666666666666666
0358,0.0,1.0,0.6666666666666666
0359,0.4,1.0,0.7333333333333334
0360,0.0,0.6666666666666666,0.2222222222222222
0361,1.0,1.0,1.0
0362,0.4,0.8,0.6
0363,0.25,1.0,0.75
0364,0.0,0.2,0.06666666666666667
0365,0.0,0.0,0.0
0366,0.6666666666666666,1.0,0.8888888888888888
0367,1.0,1.0,1.0
0368,0.75,1.0,0.8333333333333334
0369,0.0,0.3333333333333333,0.1111111111111111
0370,0.0,1.0,0.3333333333333333
0371,0.6666666666666666,0.6666666666666666,0.6666666666666666
0372,0.0,0.6666666666666666,0.3333333333333333
0373,0.0,0.0,0.0
0374,0.0,1.0,0.5
0375,0.5,1.0,0.8333333333333334
0376,0.0,0.5,0.16666666666666666
0377,1.0,1.0,1.0
0378,1.0,1.0,1.0
0379,0.5,1.0,0.75
0380,0.0,0.5,0.3333333333333333
0381,1.0,1.0,1.0
0382,0.0,0.0,0.0
0383,0.3333333333333333,1.0,0.7777777777777778
0384,1.0,1.0,1.0
0385,1.0,1.0,1.0
0386,0.0,1.0,0.4444444444444444
0387,0.5,1.0,0.8333333333333334
0388,1.0,1.0,1.0
0389,1.0,1.0,1.0
0390,0.0,0.0,0.0
0391,0.0,0.5,0.16666666666666666
0392,0.0,1.0,0.6666666666666666
0393,0.0,0.0,0.0
0394,1.0,1.0,1.0
0395,0.5,0.8333333333333334,0.7222222222222223
0396,0.0,0.0,0.0
0397,0.6666666666666666,1.0,0.8888888888888888
0398,0.5,1.0,0.8333333333333334
0399,0.0,0.6,0.26666666666666666
0401,0.0,0.3333333333333333,0.1111111111111111
0402,0.75,1.0,0.9166666666666666
0403,1.0,1.0,1.0
0404,0.0,0.3333333333333333,0.1111111111111111
0405,0.5,1.0,0.6666666666666666
0406,0.0,0.0,0.0
0407,0.75,1.0,0.8333333333333334
0408,0.0,0.5,0.3333333333333333
0409,1.0,1.0,1.0
0410,0.0,0.0,0.0
0411,0.6666666666666666,1.0,0.8888888888888888
0412,1.0,1.0,1.0
0413,0.0,0.4,0.20000000000000004
0414,0.0,0.0,0.0
0415,0.6,0.8,0.7333333333333334
0416,1.0,1.0,1.0
0417,0.5,1.0,0.6666666666666666
0418,0.0,0.0,0.0
0419,0.0,1.0,0.6666666666666666
0420,0.0,0.0,0.0
0421,1.0,1.0,1.0
0422,0.6666666666666666,1.0,0.8888888888888888
0423,1.0,1.0,1.0
0424,1.0,1.0,1.0
0425,0.3333333333333333,1.0,0.6666666666666666
0426,0.6666666666666666,1.0,0.7777777777777777
0427,0.75,1.0,0.9166666666666666
0428,1.0,1.0,1.0
0429,0.6666666666666666,1.0,0.7777777777777777
0430,0.0,0.0,0.0
0431,0.0,0.8,0.4000000000000001
0432,0.75,1.0,0.8333333333333334
0433,1.0,1.0,1.0
0434,0.0,0.3333333333333333,0.1111111111111111
0435,0.0,0.75,0.4166666666666667
0436,0.0,0.6666666666666666,0.3333333333333333
0437,0.75,0.75,0.75
0438,0.0,1.0,0.4444444444444444
0439,1.0,1.0,1.0
0440,0.5,1.0,0.8333333333333334
0441,1.0,1.0,1.0
0442,1.0,1.0,1.0
0444,0.75,1.0,0.9166666666666666
0445,1.0,1.0,1.0
0446,0.0,0.75,0.25
0447,1.0,1.0,1.0
0448,0.75,1.0,0.9166666666666666
0449,0.3333333333333333,0.6666666666666666,0.4444444444444444
0450,0.6666666666666666,1.0,0.8888888888888888
0451,0.0,1.0,0.5
0452,0.3333333333333333,1.0,0.7777777777777777
0453,0.0,0.0,0.0
0454,1.0,1.0,1.0
0455,0.5,1.0,0.8333333333333334
0456,0.6666666666666666,1.0,0.7777777777777777
0457,0.0,0.5,0.3333333333333333
0458,1.0,1.0,1.0
0460,0.3333333333333333,1.0,0.6666666666666666
0461,0.0,0.5,0.16666666666666666
0462,0.0,0.0,0.0
0463,1.0,1.0,1.0
0464,0.0,0.0,0.0
0465,1.0,1.0,1.0
0466,0.0,0.0,0.0
0467,0.0,1.0,0.6666666666666666
0468,0.0,1.0,0.5
0469,0.0,1.0,0.3333333333333333
0470,0.3333333333333333,1.0,0.5555555555555555
0471,0.0,0.0,0.0
0472,1.0,1.0,1.0
0473,1.0,1.0,1.0
0474,1.0,1.0,1.0
0475,0.0,1.0,0.5
0476,0.3333333333333333,0.6666666666666666,0.4444444444444444
0477,0.3333333333333333,1.0,0.6666666666666666
0479,0.0,0.0,0.0
0480,1.0,1.0,1.0
0481,0.0,0.5,0.25
0482,0.0,1.0,0.6666666666666666
0483,0.6666666666666666,1.0,0.7777777777777777
0484,0.25,1.0,0.75
0485,0.5,1.0,0.8333333333333334
0486,1.0,1.0,1.0
0487,1.0,1.0,1.0
0488,0.3333333333333333,0.8333333333333334,0.5555555555555555
0489,0.0,0.2,0.13333333333333333
0490,1.0,1.0,1.0
0491,1.0,1.0,1.0
0492,1.0,1.0,1.0
0493,1.0,1.0,1.0
0494,0.25,1.0,0.75
0495,1.0,1.0,1.0
0496,0.0,1.0,0.6666666666666666
0497,0.6666666666666666,1.0,0.8888888888888888
0498,1.0,1.0,1.0
0499,0.0,0.2,0.06666666666666667
0500,1.0,1.0,1.0
0501,0.5,1.0,0.8333333333333334
0502,0.0,0.0,0.0
0503,0.0,0.0,0.0
0504,0.3333333333333333,1.0,0.7777777777777778
0505,0.0,1.0,0.3333333333333333
0506,0.0,0.3333333333333333,0.1111111111111111
0507,0.3333333333333333,1.0,0.6666666666666666
0508,0.0,0.5,0.2222222222222222
0509,0.3333333333333333,1.0,0.6666666666666666
0510,1.0,1.0,1.0
0511,1.0,1.0,1.0
0512,1.0,1.0,1.0
0513,1.0,1.0,1.0
0514,1.0,1.0,1.0
0515,1.0,1.0,1.0
0516,1.0,1.0,1.0
0517,0.0,0.6666666666666666,0.27777777777777773
0518,1.0,1.0,1.0
0519,0.0,0.5,0.3333333333333333
0520,1.0,1.0,1.0
0521,1.0,1.0,1.0
0522,0.0,0.0,0.0
0523,0.16666666666666666,0.6666666666666666,0.5
0524,1.0,1.0,1.0
0525,1.0,1.0,1.0
0526,0.0,0.0,0.0
0527,0.0,0.0,0.0
0528,1.0,1.0,1.0
0529,1.0,1.0,1.0
0530,0.0,0.0,0.0
0531,0.6666666666666666,1.0,0.8888888888888888
0532,1.0,1.0,1.0
0533,0.3333333333333333,0.6666666666666666,0.5555555555555555
0534,0.6666666666666666,1.0,0.8888888888888888
0535,0.0,0.0,0.0
0536,0.6666666666666666,1.0,0.8888888888888888
0537,0.0,0.5,0.16666666666666666
0538,0.0,1.0,0.6666666666666666
0539,0.3333333333333333,1.0,0.6666666666666666
0540,1.0,1.0,1.0
0541,1.0,1.0,1.0
0542,0.0,1.0,0.3333333333333333
0543,0.25,1.0,0.75
0544,0.2,1.0,0.6666666666666666
0545,1.0,1.0,1.0
0546,1.0,1.0,1.0
0547,1.0,1.0,1.0
0548,0.0,0.0,0.0
0549,0.0,0.0,0.0
0550,0.3333333333333333,0.8333333333333334,0.5
0551,0.5,1.0,0.8333333333333334
0552,1.0,1.0,1.0
0553,1.0,1.0,1.0
0554,0.0,0.6666666666666666,0.3333333333333333
0555,0.0,1.0,0.6666666666666666
0556,0.3333333333333333,0.6666666666666666,0.4444444444444444
0557,0.0,1.0,0.5
0558,1.0,1.0,1.0
0559,0.25,0.25,0.25
0560,1.0,1.0,1.0
0561,0.5,1.0,0.8333333333333334
0562,0.5,1.0,0.8333333333333334
0563,0.5,1.0,0.8333333333333334
0564,0.0,0.3333333333333333,0.1111111111111111
0565,0.6666666666666666,0.6666666666666666,0.6666666666666666
0566,1.0,1.0,1.0
0567,1.0,1.0,1.0
0568,0.3333333333333333,1.0,0.6666666666666666
0569,1.0,1.0,1.0
0570,0.0,0.0,0.0
0571,0.0,0.8,0.26666666666666666
0572,0.0,0.3333333333333333,0.1111111111111111
0573,1.0,1.0,1.0
0574,0.8,1.0,0.9333333333333332
0575,0.0,0.6666666666666666,0.2222222222222222
0576,0.5,1.0,0.8333333333333334
0577,0.6666666666666666,1.0,0.8888888888888888
0578,0.0,0.5,0.3333333333333333
0579,0.0,0.25,0.16666666666666666
0580,1.0,1.0,1.0
0581,1.0,1.0,1.0
0582,0.0,1.0,0.6666666666666666
0583,0.0,1.0,0.5
0584,0.5,1.0,0.8333333333333334
0585,0.0,1.0,0.3333333333333333
0586,0.0,0.0,0.0
0587,0.0,0.0,0.0
0588,0.0,0.0,0.0
0589,0.0,0.4,0.26666666666666666
0590,0.25,1.0,0.75
0591,0.6666666666666666,1.0,0.8888888888888888
0592,0.6666666666666666,1.0,0.8888888888888888
0593,0.0,0.3333333333333333,0.1111111111111111
0594,0.0,0.3333333333333333,0.2222222222222222
0595,0.0,0.0,0.0
0596,0.6666666666666666,1.0,0.7777777777777777
0597,0.0,1.0,0.6666666666666666
0598,0.6666666666666666,1.0,0.8888888888888888
0599,0.75,1.0,0.9166666666666666
0600,0.0,0.3333333333333333,0.1111111111111111
0601,0.0,0.3333333333333333,0.1111111111111111
0602,0.0,0.6666666666666666,0.2222222222222222
0603,0.0,0.6666666666666666,0.4444444444444444
0604,0.0,0.4,0.13333333333333333
0605,0.0,0.3333333333333333,0.1111111111111111
0606,1.0,1.0,1.0
0607,1.0,1.0,1.0
0608,0.0,0.0,0.0
0609,0.0,0.5,0.16666666666666666
0610,0.8333333333333334,1.0,0.9444444444444445
0611,0.0,0.5,0.16666666666666666
0612,0.0,0.6666666666666666,0.27777777777777773
0613,0.25,1.0,0.75
0614,0.0,0.5,0.3333333333333333
0615,1.0,1.0,1.0
0616,0.0,0.0,0.0
0617,0.0,0.3333333333333333,0.1111111111111111
0618,0.0,0.0,0.0
0619,0.0,0.3333333333333333,0.1111111111111111
0620,0.0,0.6666666666666666,0.2222222222222222
0621,1.0,1.0,1.0
0622,0.0,0.6666666666666666,0.2222222222222222
0623,0.3333333333333333,0.6666666666666666,0.5555555555555555
0624,0.0,0.6666666666666666,0.2222222222222222
0625,0.0,0.25,0.08333333333333333
0626,1.0,1.0,1.0
0627,0.8,1.0,0.9333333333333332
0628,0.0,0.6666666666666666,0.3333333333333333
0629,0.6,1.0,0.8666666666666667
0630,0.0,0.0,0.0
0631,0.0,0.5,0.16666666666666666
0632,1.0,1.0,1.0
0633,0.5,1.0,0.8333333333333334
0634,0.5,0.8333333333333334,0.6111111111111112
0635,0.5,1.0,0.6666666666666666
0636,0.0,0.0,0.0
0637,0.0,0.0,0.0
0638,0.5,1.0,0.6666666666666666
0639,0.25,0.5,0.4166666666666667
0640,1.0,1.0,1.0
0641,0.0,0.5,0.25
0642,0.75,1.0,0.8333333333333334
0643,0.5,1.0,0.6666666666666666
0644,1.0,1.0,1.0
0645,0.0,1.0,0.3333333333333333
0646,0.75,1.0,0.9166666666666666
0647,0.0,0.0,0.0
0648,1.0,1.0,1.0
0649,0.0,0.0,0.0
0650,0.0,0.5,0.16666666666666666
0651,0.0,0.75,0.25
0652,0.0,1.0,0.3333333333333333
0653,0.0,1.0,0.3333333333333333
0654,0.0,0.0,0.0
0655,1.0,1.0,1.0
0656,0.6666666666666666,1.0,0.8888888888888888
0657,0.5,1.0,0.6666666666666666
0658,0.0,0.0,0.0
0659,0.0,1.0,0.5
0660,0.0,0.2,0.06666666666666667
0661,1.0,1.0,1.0
0662,0.75,1.0,0.9166666666666666
0663,0.0,0.5,0.16666666666666666
0664,0.0,0.0,0.0
0665,0.0,0.0,0.0
0666,1.0,1.0,1.0
0667,0.75,1.0,0.9166666666666666
0668,1.0,1.0,1.0
0669,0.0,0.0,0.0
0670,1.0,1.0,1.0
0671,1.0,1.0,1.0
0672,0.5,1.0,0.8333333333333334
0673,1.0,1.0,1.0
0674,1.0,1.0,1.0
0675,0.5,1.0,0.75
0676,0.6666666666666666,1.0,0.8888888888888888
0677,0.0,0.6666666666666666,0.3333333333333333
0678,1.0,1.0,1.0
0679,0.0,0.0,0.0
0680,1.0,1.0,1.0
0681,0.0,0.0,0.0
0682,0.3333333333333333,1.0,0.611111111111111
0683,1.0,1.0,1.0
0684,0.0,0.0,0.0
0686,0.5,1.0,0.8333333333333334
0687,0.0,0.3333333333333333,0.2222222222222222
0688,0.3333333333333333,1.0,0.7222222222222223
0689,0.0,1.0,0.6666666666666666
0690,0.25,1.0,0.5833333333333334
0691,0.0,0.0,0.0
0692,0.0,0.0,0.0
0693,0.5,1.0,0.8333333333333334
0694,0.5,1.0,0.8333333333333334
0695,0.0,0.0,0.0
0696,1.0,1.0,1.0
0697,1.0,1.0,1.0
0698,1.0,1.0,1.0
0699,0.0,0.5,0.16666666666666666
0700,0.6666666666666666,0.8333333333333334,0.7222222222222222
0701,0.0,0.0,0.0
0702,0.6666666666666666,1.0,0.8888888888888888
0703,1.0,1.0,1.0
0704,1.0,1.0,1.0
0705,0.6666666666666666,1.0,0.8888888888888888
0706,0.5,1.0,0.8333333333333334
0707,0.0,0.3333333333333333,0.1111111111111111
0708,0.5,1.0,0.8333333333333334
0709,1.0,1.0,1.0
0710,1.0,1.0,1.0
0711,0.0,1.0,0.3333333333333333
0712,1.0,1.0,1.0
0713,1.0,1.0,1.0
0714,0.0,0.6666666666666666,0.4444444444444444
0715,1.0,1.0,1.0
0716,0.3333333333333333,0.3333333333333333,0.3333333333333333
0717,1.0,1.0,1.0
0719,1.0,1.0,1.0
0720,1.0,1.0,1.0
0721,0.0,1.0,0.5
0722,0.3333333333333333,0.6666666666666666,0.5555555555555555
0723,0.0,0.0,0.0
0724,1.0,1.0,1.0
0725,0.25,1.0,0.6666666666666666
0726,0.0,0.6666666666666666,0.2222222222222222
0727,1.0,1.0,1.0
0728,1.0,1.0,1.0
0729,1.0,1.0,1.0
0730,0.0,0.6,0.39999999999999997
0731,0.0,1.0,0.3333333333333333
0732,0.0,0.3333333333333333,0.1111111111111111
0733,0.0,0.0,0.0
0734,1.0,1.0,1.0
0735,1.0,1.0,1.0
0736,0.6666666666666666,0.6666666666666666,0.6666666666666666
0737,0.0,1.0,0.3333333333333333
0738,0.5,0.5,0.5
0739,0.5,1.0,0.8333333333333334
0740,0.0,0.0,0.0
0741,0.0,0.5,0.3333333333333333
0742,0.0,0.0,0.0
0743,1.0,1.0,1.0
0744,1.0,1.0,1.0
0745,1.0,1.0,1.0
0746,0.3333333333333333,1.0,0.5555555555555555
0747,1.0,1.0,1.0
0748,0.0,1.0,0.4166666666666667
0749,0.0,1.0,0.3333333333333333
0750,0.0,1.0,0.3333333333333333
0751,1.0,1.0,1.0
0752,0.5,1.0,0.6666666666666666
0753,0.0,0.6,0.19999999999999998
0754,1.0,1.0,1.0
0755,0.0,0.5,0.16666666666666666
0756,0.0,0.0,0.0
0757,0.0,0.0,0.0
0758,0.0,0.6666666666666666,0.4444444444444444
0759,0.0,1.0,0.3333333333333333
0760,0.6666666666666666,1.0,0.8888888888888888
0761,0.2,0.8,0.46666666666666673
0762,0.8,1.0,0.8666666666666667
0763,0.6666666666666666,1.0,0.8888888888888888
0764,1.0,1.0,1.0
0765,1.0,1.0,1.0
